0,1,2,3,4
301,-0.4,1,incel,Do dildo shove mouth shut fuck up? littl gop whore?
302,-0.316666667,1,incel,U dad alreadi asham cuz dnt know realli cuz mom suck fuc.k crew back days..lmao...now grew hate black wit money cuz know dst mom look for..lol..tel i'll a.ss cuz got mani mile howeva give slow head...lol..lol..lol...
303,-0.46015625,1,incel,"Go fuck kill yourself, worthless piec shit! stefan asswipe, know shit!!!"
304,0,1,incel,stop suck industri dick. wont kum warview- homicid valley talkin
305,-0.266666667,1,incel,go say fuck fuckin internet thug definit internet gangster fuck boy femal hear ur argu wit male get fuckin comment fagget
306,0.2,1,incel,.. hero stone still drop much girli pull trigger. put comput get involv nerd boy. Do pathet loser whole life. strap S TF U.
307,-0.8,1,incel,hypocrit idiot.
308,0.305175781,1,incel,ha! ha! ho! ho! he! he!......jimmybhoy1...harryboy50...sam old troll.....ha! ha! ho! ho! he! he!.....roy.tick tock
309,-0.375,1,incel,cau dumb know stop pant her....asshole....i hope woke told brother father beat out....
310,-0.9,1,incel,comment retard are. typic unit hater
311,-0.8,0,incel,"i'm stupid? read nonsen comment, base presumpt pull hat?"
312,-1,1,incel,stupid!!!! geeesh!
313,-0.375,1,incel,comment three time dumb alreadi dumb comment i'v read fellow lefties.
314,-0.225,1,incel,"yet societi foid mock trying. If know and/or bulli dehuman long, fuck suppo confid know and/or do?"
315,-0.475,1,incel,"littl evid happen often. instead, mani rape victim never get justic brutal crime them. I get lot potenti rapist board, would certainli rape could get away it."
316,-0.4,1,incel,fuck pornstar lick pusssi plzzzz
317,-0.8,1,incel,"idiot. googl word blog, stupid stupid idiot."
318,0,1,incel,"that' count guy get starfish sex wife girlfriends, forc bang fat girls, use escorts."
319,-0.4,1,incel,"It surpri brett pickert, I idea fuck are."
320,0.492857143,1,incel,"right asshole, i'm filthi jew. y<span>ou however, make good pivot circl jerk. If believ me, ask wife. keep diacount herself.\r</span>"
321,-0.9,1,incel,"even online, i'm retard chat females."
322,-0.8,1,incel,mother stupid go clinic
323,-0.8,1,incel,"well, moron. someth tell that' news you."
324,0,1,incel,like diploma (of kind).com get money white (coke) mob (money bitches) stop snitchin make rap career
325,0,1,incel,damn HE toss slape call A bitch....fuckboy nigga....post BY mr.$mbs$
326,-0.331196581,1,incel,"he. he. he...disgusted? fun bro ... mani idiot defend simeon retard lot life get better idiot president.two year down, economi go dogs. moron still clap yap like clown circus. bro, liar dime dozen. idiot believ them... small lady, someon left someth banal' gate, anonym gave keh doc nail corona, 45 5 properti 12 million dollar daw ... excu ka bro. kulay dilaw kasi ang salamin mo kaya wala kang nakikita. glad, hindi lang ikaw ang idiot - 15 million you."
327,-0.145833333,1,incel,romney: \u2018no one\u2019 ever ask see birth certificate\u2019i fuck liar! I ask sever time site see suppo birth certificate. go produc motherfuker?so mean rich pathet bottom feeder fuk like get obama produc birth certif time time time?
328,0.05,1,incel,fuck yg heatersam read 29\\5\\2012 ^ _ ^ yg love
329,0,1,incel,doe chang fact look like fool defend murder
330,-0.4125,1,incel,skinni shit. misdiagno aspergers. peopl includ famili took foid doctor word fact. i'm mad
331,-0.5625,1,incel,mad I believ ur bullshit? fuck homo wanna thug!
332,0,1,incel,broke ass..
333,-0.06452381,1,incel,lol fuckin white fag think sing black smh! lame! untal pale white IS black get it!
334,-0.358333333,1,incel,If white..th racist countri economi sucks. put cretin georg bush got mess stupidity.
335,-0.4,1,incel,shut fuck
336,-0.8,1,incel,i'm pick fight. i'm say idiot idiot.
337,0.266666667,1,incel,littl fat cracker good black pussi let drive around think would get laid....good luck poppin pill listen death metal eventu commit suicid emo-fag
338,-0.2125,1,incel,ymcmb=nigger money. dont hate aint rich fool.
339,-0.4,1,incel,fuck dawn
340,0.3,1,incel,anyth time arsenal?? bet guy say arsen finish outsid top 4th..i hope chang fuck brain win titles.. brainless kid
341,-0.6,1,incel,fuck idiot.
342,-0.125,1,incel,In 50 yr oil use peopl still dessert rock lunch kill other. differ nobodi give cr@p....
343,0.2,1,incel,lmaoo.. could prolli him.. yaah id prolli fuck her... lol
344,-0.316666667,1,incel,first fuck idiot.
345,-0.6,1,incel,stupid cunt. could even done research wikipedia fuck found out. thundercunt
346,-0.107142857,1,incel,deni eagl fan? right talk jae fake look mirror trailer trash are.
347,-0.4,1,incel,comment like peopl give money casino open handed. knowledg power anoth idiot casino.
348,-0.2575,1,incel,onc IT wa danc becau IM establish SO IS MY famili dont mean I dont watch network TV OR TV period onli pedophil IS rather support polish death song anyon googl OR yahoo histori IF truli answer TO someth IN histori dont googl research GO read A book rather kid sing death TO DO someth SO innoc AS danc like I said befor get fuck ON dumb shit becau like IM human I like TO BE entertain IT IS OF view IT view isnt MY view obviou
349,-0.7,0,incel,"well , I know I have. To bad know appar , extrem disappoint it."
350,-0.394444444,1,incel,Oh look tough behind computer. someth stfu
351,-0.8,1,incel,you'r idiot baldo.
352,0,1,incel,suck bag dick kal.
353,-0.4,1,incel,"set dpalso, fuck luke scott. fuck"
354,0.159895833,1,incel,"I know sexual assault is. i'm guy I know sexual assault realli is! A slight touch arm!? smh. girl could said ""do touch me""! like touch knee get charg touch arm!? jesus, easi get troubl sexual harass day day go on, gonna get worse!"
355,-0.35625,1,incel,anybodi I mean ani motherfuck confu bill pullman bill paxton IS A fuck imbecil beneath contempt
356,0,1,incel,fat peopl safeti concern flight. peopl need get plane quickli fat butt way. I would problem trampl you.
357,-0.2,1,incel,"dexos, must kind idiot. poor famili lost life' work fire."
358,-0.525,1,incel,hate racist inbr whitepeoplethat'swhi stay fuck ya'll dumb may pussi may day bitch
359,-0.875,0,incel,crispi creami pill brutal
360,0.283333333,1,incel,"i'm sure dumb-asses, like yourself, troll full forc next president...romney. boyhollow mean...or know?"
361,-0.5,0,incel,spew blind hatred? Do realli fair/just mind head?
362,-0.8,0,incel,hate countri
363,-0.8,1,incel,verita uninform or... simpli idiot.
364,-0.5,1,incel,weirder pooface. liter comment everyon shit across omg facts. everi singl page stupid it. get life.
365,0,1,incel,I punch hippi bitch face!
366,0.261904762,1,incel,@nickiminaj1 - bout know right noth say crowl back littl hole shut f okay
367,-0.8,1,incel,idiot
368,0.166666667,1,incel,@teeboowahah your' onli 14? fpff tell ME TO do? i'm waay older call A bitch A fug? douch bag bitch I wanna punch eyeb kill YA fuckya
369,-0.076190476,1,incel,"peopl sell grandmoth twenti buck think feel hurt post mugshot internet? really, think it. sell medic sick that' made chalk dirt lose sleep it. suddenli expect bunch dotc a55 hole what' right. get it."
370,-0.05,1,incel,"he' roid sucker, delet comment damn mod."
371,-0.066666667,1,incel,"lol work up. I mention need score kill game increa goal difference, go place say i'm moron? you'r make here. you'r sod off, make sure learn read english properli troll. fail loser"
372,-0.6,1,incel,fuck stupid
373,-0.4,1,incel,idiot clearli understand exactli cau recess it. shut trap go research start spout like actual know something. obviou
374,0,1,incel,@xpeachrose7you'r NO life cuz watch tutori bitch
375,-0.000125558,1,incel,"white peopl fuckin straight weirdos!!!! shit sick, I bet father proud I ever wanna hear anoth black racist joke anoth white person ever again! loo booti crackers! definit black dick her!"
376,-1,1,incel,To mr. bloom idiot berg: mom!
377,0.416666667,1,incel,GF see watch gay porn >
378,-0.714285714,1,incel,I disagr claim bibl regard personhood birth. scriptur say I knit togeth mother' womb. I ordain day came be. obviou god tell knew born. say peopl becom peopl time conception. woman miscarriag say I lost fetus? no!! lost babi person.twist scriptur keep atroci act kill innoc unborn child part nation sick policy. talk medieval...kil offspring. wake speak heart rather man' foolish intellectu gibber.
379,-0.063636364,1,incel,"richard (dick-head), go play 'race card'. that' usual lib-turd last resort, sinc fact challeng truth. So bother, i'm black 20-year american usaf veteran, real birth certificate. call 'black racist' brain - lover facts. live 'real-ville', least visit long enough get facts. stop post snide tripe pose lucid commentary, subject, like belt hold ovomit trousers, head. fool."
380,0.19,1,incel,"No sweetie, tuff guy:you scumbag. better hope bite lip public punk. If Im ever unfortun enough presenc hear vile garbage, thing hole.i go first - use real number time."
381,-0.4,1,incel,hey! jared...you'r go wake fuck breath fuck tube...
382,-0.2,1,incel,"could just, say racial slurs. it' actual pretti fuck easi do."
383,0,1,incel,kathi lee....shut pie hole...and fish lips....dumb
384,-0.8,1,incel,"hahahahah, delu moron."
385,0.2,1,incel,"bitch phantom trynna attack . lmfao wanna talk tolerance, mf wanna see someon love disord I make fun it, dare stay quiet. lmfao stfu go back room incel"
386,-0.6,0,incel,"thing desperate, manipul peopl avoid incel."
387,0.175,1,incel,"glad know twitter still great job censor nazi hate speech.second time month i'v suspend joke tweets. spite motherfuck report pretti much everi time I say anything.suck dick, incel twat."
388,-0.057142857,1,incel,"Or refrain sex. jump cock carousel without anticip potenti consequ whore, doesnü??t give right author life in-utero child,which product poor deci"
389,-0.8,1,incel,idiot.......................
390,0.057142857,1,incel,"We american love talk shit country. We know countri shit. fit ""roast us"" make look like weird incel fit in, especi school shootings."
391,-0.4,1,incel,"they'r sluts, stoop level fuck subhumans."
392,0,1,incel,haha green red loser win moron
393,-0.291666667,1,incel,Oh go kiss goat....and dummycrap insult veterans....even coward-incompetent-chief.....everyon enemy....and fall.....and hard boy.
394,-0.2,1,incel,shit.. must ageniu
395,0,1,incel,juggalo suck troll
396,0,1,incel,"bitch say idea incel means, yü??all throw word"
397,-0.8,0,incel,"oh, alway lie say realli stupid stuff even close correct, deni it.and flag get banned."
398,0.266666667,1,incel,"dude, idiot lol....whi trade anthoni lin sign trade williams.b win win teams. anthoni ball hog get shot nets."
399,-0.35,1,incel,thread woman retard lazi point becom delus straight lie victimi themselves:
400,-0.8,0,incel,"incel council, grant rank truecel"
401,-0.7,0,incel,"perhap ""if like s*ra incel"" ""if like defend riot shitti marketing"" bad opinion"
402,0.15,1,incel,text bot gener lyric think i'm fuck incel lmao
403,-0.6,1,incel,i'm fuck idiot)
404,-0.5,0,incel,wish could casual carri samurai sword around outfit without look like incel school shooter
405,-0.366666667,1,incel,faltu firmwar lp5 4.0.3 video graphic vri bad ram 687md fuck you....
406,-0.5,0,incel,you'r lame.
407,-0.5,1,incel,"wenttoauh made predict like you, know anyth football. make sense. pffft! like dish bama, let someon say someth auburn start crying, idiots."
408,0.125,1,incel,"ye call incel think okay spew misogynist bullshit asian woman day bc think ""cater white men"", incr racist stereotyp asian women."
409,-0.4,1,incel,@crankyvinc found slice internets! fuck you.
410,-0.7,1,incel,"alway like woman this, woman that, muh woman bad. bro fault incel. So shut up."
411,-0.1,1,incel,ok hell released?i copi articl pther anyon fuck search tell fuck released?fuck it.
412,0.175,1,incel,wow & benefit SO mani win year hi bat nice stupid
413,-0.421212121,1,incel,remind rag live famili member senselessli gun cold blood. idiot.
414,0.361904762,1,incel,"Hi 2019cell say suck alone. i'd know last 2 girlfriend dump brad! i'v singl almost 3 day I proud apart in-cell, terrorist organi i'v hear favourit medium sourc includ vice news. hey, anyon talk elliott robert kill roastys? check fellow member incel, i'm acid women, I right?"
415,-0.5,0,incel,meanwhil chad go random foid tongu kiss get celebr
416,-0.1,1,incel,prof pua shit normi advic approach foid get jail beat white knight shit 7 male. imma find sentenc date
417,0.2,1,incel,go jail look creepi foid much sexual assault like kissing.
418,0,1,incel,"suck dick, heat fan <b> suck dick heat fat </b> suck dick heat fan"
419,0.275,1,incel,"fuck mate would make great kid story, like kid understand wage anything. biggest cunt play match, good moral."
420,-0.8,1,incel,respect AN idiot YO
421,0,1,incel,U sir r bitch
422,-0.15,1,incel,"Oh krutboo, loser! I realli need as I deserve, self righteou ignoramus. i'v alreadi wast much time treat civilly. fuck conserv cronies!"
423,-0.6,1,incel,"watch game??? damn, moron..."
424,-0.210416667,1,incel,"post dumb...., simpl vaselin trick everi time. might littl greasi least go back touch up. granni alway told use vaselin noth noth less."
425,-0.5,1,incel,fuck. fuck. fuck. I hate world.
426,-0.8,0,incel,I hate virgin
427,-0.8,1,incel,I would call dumbazz stupid would choic agr me. stupid grunt.
428,-0.9,1,incel,thing retard you.
429,-0.1,1,incel,start act like real feminin woman shut fuck up. you'r virgo well? smh
430,0.068181818,1,incel,"must relat nigger above, live trailer park ?"
431,0.005555556,1,incel,"yeah, like ignor peopl silly. realli think i'm hurt, plea real life.do confu mom singl mom marri dad ethnic background black american, I african, two differ cultures.th african put woman date non-bw, that' differ black american men. even date out, catch hell shit african women.get togeth ignor idiots.carol, I tell this, direct you. lol."
432,-0.65,0,incel,<div class=forum-item forum-reply><div class=forum-item-description><p>wond get pick up.&nbsp; alabama law basicli place pick drunk idiot look fight.</p></div></div>
433,-0.2,1,incel,bitch went ugli shit
434,-0.333333333,1,incel,"serious? goddamn, even judg suck dri tit feminism. time begin world reset."
435,0,1,incel,jesu 10/10 thread bet nowaday girl taken 50 cock highschool
436,-0.8,1,incel,"sir, idiot"
437,0,1,incel,"wikipedia fact, idiot.&nbsp;"
438,-1,1,incel,readi idiots' bash you? dare accu king hi knight deceiv hi kingdom!!!
439,-0.5875,0,incel,realli ask wvu rank ahead fsu? dumb?
440,-0.5,0,incel,sad littl boy.
441,-0.025520833,1,incel,"see mean? draiter delusional. think direct line capcom. trust kid, dont, capcom person hate you. fan get away from. spread neg talk shit hard work like top developer. not. psycho crazi kid think know best. fyi dont capcom make million re4 re5 soon re6. horror dead, wake"
442,-0.8,1,incel,idiot.
443,-0.2,1,incel,"shut ur nasti homo nigga,u still gona b stick ur shit femal know fact either done dude thought it,nasti fucker,u categori nasti bitch"
444,-0.45,1,incel,same. retard
445,-0.6,0,incel,hate say korean american woman realli worst
446,-0.272916667,1,incel,life' hard shit whole surround moron exceptions.
447,-0.133333333,1,incel,"fuck talk about, touch foid knee get someon charged?! you'r better cuck judg sentenc poor kid."
448,0.175,1,incel,"glad know twitter still great job censor nazi hate speech.second time month i'v suspend joke tweets. spite motherfuck report pretti much everi time I say anything.suck dick, incel twat."
449,0,1,incel,"dear stemicnic, five hour deni fuckwit."
450,-0.5,0,incel,"I talk ape, dumb fail survey!"
451,-0.4,1,incel,fuck you.
452,-0.8,1,incel,strang moron....
453,-0.9,1,incel,moron bla bla moron person like you. wright man!
454,0,1,incel,"murder bastard. hope die, cause: suck."
455,-0.233333333,1,incel,"i'm litterali piec shit, i'm 18 useless, i'm low i.q need preci i'm realli ugli"
456,-0.5,1,incel,"wenttoauh made predict like you, know anyth football. make sense. pffft! like dish bama, let someon say someth auburn start crying, idiots."
457,-0.8,1,incel,realli stupid tried.congrats.
458,0,1,incel,know suck butcher english language. go school damnit
459,-0.266071429,1,incel,"stupid entrust first amend right. shut up, stupid."
460,-0.575,1,incel,lame congress idiot tyrant debat bullshit!!! terrorist except invent terrorism... mossad u.s. militari intellig go watch whistl blower w w w.dormantideas.c see congress complet touch tyrant bought paid for... joke 2 act equal hitler' enabl act 1933 debate!!!!!!!! fck debating!!!!!fckng wake idiots...
461,-0.6,1,incel,"stupid? If twin 21 moron. know mani apart are? doe matter? stupid them, related?"
462,-0.3,1,incel,someon flag me. thanks. you'r idiot.
463,-0.191666667,1,incel,let fight dont jump ...dog bitch even say shit.. talk bitch nigga ...do bitch shit day ...aint excu hit woman situation. dude suspect mess
464,0,1,incel,mum bloodi wanker!
465,-0.8,1,incel,dude get fu.ck here....i ppl stupid
466,0.8,1,incel,shut faggot faggot lol
467,-0.379166667,1,incel,kelli two broken legs? stupid broad.
468,-0.45,1,incel,fuck yea. fuck hatin fututr track. astronaut status!
469,-0.2,1,incel,sound stupid
470,-0.8,0,incel,hate averag
471,-0.8,1,incel,well... retarded.
472,-0.1,1,incel,"please. coon act like never unpaid ticket before. I fan bootlick pimp preachers, rape, kill molest anyone. up."
473,-0.5,0,incel,"blind, say alberto rio"
474,-0.060606061,1,incel,"white peopl invaded, took over, enslaved, abused, rip off, murdered, rape countri sinc begin time...but keep call white countri white peopl control, corrupt, steal live white countries. nuts????"
475,-0.333333333,1,incel,"serious? goddamn, even judg suck dri tit feminism. time begin world reset."
476,-0.8,1,incel,stupid
477,-0.022159091,1,incel,fuck spoil rich fucker NO clue make dollar. Go work live see burn 100k bag. hell wouldnt even burn 50 dollar bag. art losers.
478,-0.016666667,1,incel,In year get married. well fuck go like anim toss kid away randomli rai god know who. we'r gonna wild animals.
479,-0.4,1,incel,got 5000 points... fuck ur
480,-0.184375,1,incel,cour devast case idiot liber seem hold up. 5 day left silent major give heck bitch-slap.
481,-0.275,1,incel,hahaha! you'r moron. get it.
482,-0.038095238,1,incel,I wa born IN puerto rico I speak fuckin spanish fuck outta bitch I understood everi word U said smmfh eat food put pound ON get IT right
483,0.094857143,1,incel,"fgm practic fuck birth. We societi woman incap form love, content dick depositori chadolaters. If beta male smart would hospitals, sororities, high school circumci everi femal sight."
484,0,1,incel,y'all must geniu becaua know everyth everyone. stop ignorant. root team shut hell up. isnt debat fa ggots.
485,-0.4,1,incel,"jesu fuck christ, entitled, whini bitch."
486,-0.1,1,incel,nigga fuck dont flop obviou never watch ball stfu much dumbass comment like
487,-0.241666667,1,incel,"yeah black attend ivi leagu cant fuck spell...who spelling,engin fuck doctor assist written stuffs....matt fact requir two three english course,in academ life plenti draft help correct mistake.....grammar defin intelligence."
488,-0.8,1,incel,bankrupt.god unbeliev stupid
489,-0.433333333,1,incel,guy bomb bentley next! fuck retards...
490,-0.4,1,incel,wanna fuck milani
491,0,1,incel,"you, 3x, condescend jerk."
492,0.2,1,incel,I heard pump mother' stomach ingest much cum. smh..i told whore stop suck neighborhood watch group. lmfao.
493,-0.714285714,1,incel,sick homo
494,-0.4,1,incel,fuck fuck fuck mawe.
495,-0.445,1,incel,"would stupid, republican idiot like know intelligence? I never said obama senat everi fund bill filthi shameless liar- said I did! I said vote fund wars. talk retarded...i rich yet still stupid enough vote parti 1%. Go vote millionair stoog 1%- romney. I done dumbass night."
496,-0.375,1,incel,He say dumb bitch.
497,-0.8,1,incel,"amercana moron, check googl map edit crap post"
498,0.146428571,1,incel,hahaha moron... say rose suck basic say cannot win w/o rose.... fuckkkinnngggg dumb
499,-0.4,1,incel,fuck articl f'ck off..........
500,-0.8,1,incel,except realiti number prove stupid
501,-0.235714286,1,incel,"holi fuck shit, right. woman complet evil, redempt them. even jesu christ would laugh tell go fuck ask forgiveness."
502,-0.4,1,incel,fuck paid troll.
503,0,0,not incel,woke bunch incel mention yucki
504,-0.075,1,incel,"shut fuck coward. get lost includ brood mare bore you. To rai insipid, selfish littl shit like must made quit great mom."
505,0,0,not incel,"dude, youü??r basic personif incel fedora guy meme combined. liter neckbeard."
506,-0.8,1,incel,acomplet idiot clue posting. go away azzhol pomerantz starter moron dl. get clue
507,0.161111111,0,not incel,"interesting.anyon would say nice adopt young boy.but, 60 year old, fat, hairy, trailer park hag say someth horribl like mr. J young.h keep lean follow great diet, fractal.i wager <i>long</i> worm food mr. J bounc grandbabi knees, malignant-heart useless cow."
508,-0.8,1,incel,birth me? realli stupid.
509,-0.28,1,incel,"guy friend, even hit her. imagin fuck lone googl ''how make friend'' merciless rostaci fuck report sexual assault engag conver her. If chad would say ''let' fuck'' would drool him. ff [ragefuel] [erfuel] tbh"
510,-0.323809524,1,incel,"33, white, poor, fat, look like human version shrek, plu mole resembl chew bubbl gum roll hair. depress 20 years, druggie, loner, bad teeth, bad person, etc. girlfriends, exclu use money place stay. fuck bitches."
511,-0.2,1,incel,"could just, say racial slurs. it' actual pretti fuck easi do."
512,-1,0,incel,"desper prove point hunt comment aveng now? realli pathetic, I hope realiz that."
513,0.1,0,not incel,"lindie0621 4 ago repli design4u1 yes, mexican everi day good god fear americansca seem get day sober.***********************************************************************************************************************no, mexican everyday eric holder order atf allow gun smuggl via fast furiou pathet attempt obama undermin 2nd amendmentn try. Go back bottle, now, canuck"
514,0.133333333,1,incel,"respect sir, I fuck mother make breakfast father I even pancak told need syrup shit sweet!!!!!"
515,0,0,not incel,"you'r like littl girl. up, face!"
516,-0.021212121,1,incel,funni like tv stop produc shit bantahh like current site. quit clearli live name.
517,-0.5,1,incel,"evid pain bad actress? Do know anyth <i>twilight</i>? whi hunker imdb see done, back say someth stupid said."
518,-0.25,1,incel,"you'r obviou retard idea 100mn mwd fit then, congratul"
519,0,1,incel,"woman claim broke suffer trauma sub8 lightli touch her, afterward gag chad sweati cock."
520,-0.4,1,incel,wagwan cunts.i'm fuck loser britbongistan i'll keep shitpost minimum.about finish studi i'm ldare death
521,-0.462962963,1,incel,stupid bitch tv know dam well wouldnt shit stfu aint tough
522,-0.4,1,incel,comment far retard go somewh
523,-0.8,1,incel,so...you say know footbal hall fame qb?? I listen rodger dodger staubach I listen idiot like
524,-0.020833333,0,not incel,I think today first time I uniron call incel. doe mean i'v made big internet?
525,0.3,1,incel,yea HE touch ugli girl stank thta SO great! get fuck outta smh
526,-0.1,1,incel,"Go fuck wall cry, make sure ding jew stand behind might lose honor."
527,0,1,incel,troll redneck...that fact.
528,0,0,not incel,whi reactionari incel element entertain progress circl
529,0.011904762,1,incel,"damn, @machiavelli use low iq racist seem evolved. nuclear blackpil right there, obviou cucktear ignor fact usual. societi filth push toward becom hero."
530,-0.093333333,1,incel,"No sir. I love black wouldnt trade world. alway treat respect alway knew pick well cau mother father taught well. No kid btw current studying. ignor black like fuck societi up. black woman reassur avg black repr idyl shit black woman fail comparison. Im good woman make happi prefer black latin, white asian be. I thought comment ignorance, decid give chanc state argument effect couldnt hold failed. blah"
531,-0.425,0,not incel,"My ex-boyfriend hardcor marvel stan point relationship, start reveal blatant misogyni me. huge red-flag hate toward brie larson. He incel, friend yet hate toward femal cast revolt"
532,-0.15,1,incel,f idiot i'm sure would suck CO CK
533,0,0,not incel,"incel kid school comment edits, act like edit"
534,-0.097222222,1,incel,wackest sayin fan favorit real nigga aint nobodi buyin pusha album guess nigga like someth stfu aint bloggin shit stop actin hard
535,-0.2,1,incel,meanwhil chad punch shit fist pussi consequ
536,-0.391666667,1,incel,fuck nigga. weak fuck nigga. cau whoop
537,-0.133333333,1,incel,"guy still retard, go around touch ppl even wanna make friends. idk mayb he' got kind mental disord"
538,-0.4,1,incel,bitch aint nobodi give fuck
539,-0.3,1,incel,least get bail kill entir famili jump build
540,-0.212878788,1,incel,dose look like gun dumb fuck mayb ask ur mom gun look like sell std pussi pay thetrail live
541,0.1,1,incel,"I stay away foid costs, even look eye. never shit catch you."
542,0,1,incel,lier event hasnt yet dumbass
543,-0.053333333,0,not incel,"lmao realli use statist 2001? anyways, say white male 19% suicid rate. So point? To prove black kill often? wrong. white male suicid 22,000, black male suicid 1,600. slow attend yale."
544,0,1,incel,yall nigga whack. even make
545,-0.15,1,incel,"disgrace, whole metoo thing disgrace. If someon went ER even kill rel friend mine, I would sad blame"
546,-0.5,1,incel,fake study. you'r fool understand it.
547,-0.530555556,1,incel,select word post. add lightli alreadi bullshit even touch arm hard. He touch waist. that' fuck retard though.
548,-0.025,1,incel,mmm ok bitch marri self cuz ur krazi dude would dumb shit
549,0,0,not incel,"My got hurt woman decid #yesallwomen incel kingdom, either terribl bait."
550,-0.45,1,incel,"damn dude, give troll bad name....i troll shit...."
551,-0.2,1,incel,"holi shit, I surpri news. i'll execut via lethal inject way hell."
552,-0.8,1,incel,read comment? you'r moron.
553,1,0,not incel,woman get twitter gener get 100k + like think someth I I get <3 interact get call incel.
554,-0.8,1,incel,idiots.
555,-0.2,1,incel,actual fuck. cuck britain get?
556,0,1,incel,"go logic, metro part OS environment, go away start work. If spend time bitch metro get work done."
557,0.05,0,not incel,must look insan ffxiv mutual whenev talk cute uriang spend thr game look like talk like incel
558,-0.8,1,incel,still moron.
559,-0.316666667,1,incel,"imagin 5'3"" curri thick accent this. imagin social medium shitstorm.imagin destroy life would be.i hate women."
560,-0.266666667,1,incel,"21 year old, khhv, social anxieti fuck hate world"
561,-1,0,incel,abe incel simp. I said I said. He easili worst character.
562,-0.057142857,1,incel,"Or refrain sex. jump cock carousel without anticip potenti consequ whore, doesnü??t give right author life in-utero child,which product poor deci"
563,-0.1,1,incel,ooooop NO foul lol morons!!!
564,0,1,incel,V nasti bitch
565,-0.8,1,incel,"idiot, still suck."
566,0.038035714,1,incel,right dumb fool. obviou never play high level competit golf. dufner' penalti shot water short left. caddi need make sure player enough club forc shot. dufner tend hit pull draw get extra shot. wake fool. caddi need talk player make sure play right center hit easy(enough club) forc shot. Oh stupid understand.
567,-0.051944444,1,incel,"jreall100 fuck idiot! probley bigest here! I dont even start. first everyth said IS true racist shit . Ok second ccw doesnt mean start threat ppl. quickest way get ccw voided. Ok third say cop yet yyour say gonna beat/kil white like zimmerman black. fuck kid fuck ignor would say cop? better hope law enforc agenc see this, because, DO monitor worldstar. ima leav"
568,-0.4,1,incel,Or fuck off.
569,-0.309090909,1,incel,"omg lol look reason peopl troll real fact troll' averag stupid idiot get away post comment. If retard noth fear trolls. post someth stupid expect harassed. troll internet police, keep idiot posting. Oh stupid enough see comment seriou realiz troll get pissed. write paragraph talk back them....you friend got....trol :)"
570,0.15,1,incel,ahhh would nice. i'm tire cbc losers. I like cherri everyon involv hnic go fuck off. No healey would nice.
571,0.4,1,incel,sound like sore loser.
572,-0.4,1,incel,why? you'r fuck up. that' fault.
573,0.5,1,incel,Fu ck sd. :):)
574,-0.5,1,incel,"oh, fuck tease!"
575,0.133333333,1,incel,"lol fuck entir internet, jewbook stuff left minim detail case"
576,-0.104166667,1,incel,"31 year old khhv wizard. former chadlit fuck due voic disord chronic dick issues. fatti destroy body, porn addict, never left home, never anything. hope kill well 40."
577,-0.7,0,incel,"perhap ""if like s*ra incel"" ""if like defend riot shitti marketing"" bad opinion"
578,-0.125,1,incel,"sound dumb fuck tbh, liter 70 IQ"
579,-0.35,1,incel,"hello , 26 , anti feminist hell , hate woman , plan action feminist group"
580,-0.1,1,incel,ok hell released?i copi articl pther anyon fuck search tell fuck released?fuck it.
581,0.5,1,incel,Id love bitch-slap bettman.... knock smug look ugli
582,-0.8,1,incel,show stupid ignor everi day.
583,-0.8,1,incel,you'r idiot dude.
584,-0.027727273,1,incel,brock lesnar dumb psycho dick bitch think troll tripl dick? Go fuck win tripl H! lost thugasuckdick cena jerk david otunga loser hope beat tripl H! live like windramm fuck!
585,0.425,1,incel,yeah I know are. that' ok. I know express better three year old that' stay school...bett yet mom swallow lmao
586,-0.8,1,incel,"hater? moron term, make moron. I like rains, rain hater?"
587,-0.431994048,1,incel,"first, make comment id guest? afraid reveal are? second, I sick tire stupid class warfare. you'v got quit stupid still know wealthi one' provid job work hard living. It obviou conclu tax produc jobs, produc reduc jobs. difficult understand, unless, course, liber thrive envi divi class warfare."
588,0,1,incel,pussi cunt bitch stfu dickwad
589,-0.8,1,incel,it' moron.
590,-0.15,1,incel,incest forcible? idiot.
591,-0.8,1,incel,joke beyond stupid
592,-0.42,1,incel,"fuck server, admin staff corrupt, fuck fuck anyon play here, got ban say welcom owner, fuck."
593,-0.28,1,incel,"fuck stupid. ...... pageant girl choo .. ??? wtf. If mother wouldent shows, child would play normal like normal children.and look miss america gotten life ??miss america joke life."
594,-0.7,1,incel,i'm tell state crazi fuck insane. I hunt burn stake.
595,-0.095,1,incel,nahh true. hate true bet dirti white man' whore least look like smh!
596,0,1,incel,dumbass watch then. fukkin whini bitch hyprocrit loser motherfook
597,0,1,incel,"preach choir babygirl, sing sum soul sister, hatmoni riff bitch queen"
598,0.6,1,incel,@danielle...you'r idiot...th thought someon tell bitch..hav ever heard own? jeesh
599,0.3125,1,incel,I sound like pimp bitch!! let go back get readi streets!! *grab neck*
600,0,1,incel,shut pie hole b****!
601,-0.129166667,1,incel,"forget critic comment board mr. gill. it' time someon start expo idiot like guy delesdernier. guy arrog around judgement teacher whole time put togeth intellig sentenc writing. suppo attorney, member jpsb, past presid school board ? It tell must suck attorney keep seek polit job obviou need skill perform. guy get school board anyway ? embarrass JP state louisiana. god forbid moron would actual becom judge....... good job mr. gill !"
